시군구,단지명,전용면적(제곱미터),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
인천광역시 남동구 구월동,구월아시아드선수촌6단지,74.91,2023-10,24,45500,23,2015,선수촌로 27,2023-11-27,중개거래,인천 남동구
인천광역시 남동구 구월동,구월아시아드선수촌5단지,74.92,2023-10,24,45000,6,2015,선수촌로 56,,중개거래,인천 남동구
인천광역시 남동구 논현동,유호엔시티201동,84.985,2023-10,23,30000,3,2013,포구로 45,,중개거래,인천 남동구
인천광역시 남동구 논현동,논현단풍마을트리플에듀,84.77,2023-10,23,37500,11,2006,소래역로 94,,중개거래,인천 남동구
인천광역시 남동구 구월동,신영구월지웰시티푸르지오,75.3804,2023-10,23,55000,26,2020,남동대로799번길 34,,중개거래,인천 남동구
인천광역시 남동구 간석동,어울림마을,84.96,2023-10,23,41500,9,2005,석산로 138,,중개거래,인천 남동구
인천광역시 남동구 간석동,두진,59.43,2023-10,23,18000,10,1994,호구포로899번길 8,,중개거래,인천 남동구
인천광역시 남동구 만수동,만수주공5단지,41.3,2023-10,23,20000,3,1987,백범로124번길 127,,직거래,
인천광역시 남동구 만수동,주공11단지,49.65,2023-10,23,17500,5,1997,만수서로105번길 40-18,,중개거래,인천 남동구
인천광역시 남동구 만수동,대동,63.22,2023-10,23,22250,10,1992,장승남로33번길 21,,중개거래,인천 남동구
인천광역시 남동구 만수동,광명아파트,84.38,2023-10,23,28000,15,1991,담방로21번길 24,,중개거래,인천 남동구
인천광역시 남동구 만수동,만수주공4단지,54.9,2023-10,23,25200,6,1987,백범로124번길 126,,중개거래,인천 남동구
인천광역시 남동구 논현동,휴먼시아동산마을,84.6,2023-10,22,37800,16,2006,소래역로 119,2023-11-08,중개거래,인천 남동구
인천광역시 남동구 논현동,휴먼시아동산마을,84.6,2023-10,22,37800,16,2006,소래역로 119,,중개거래,인천 남동구
인천광역시 남동구 간석동,팬더,42.6,2023-10,21,11500,2,1988,경인로742번길 46,,중개거래,인천 부평구
인천광역시 남동구 논현동,어진마을한화꿈에그린(6단지),101.31,2023-10,21,51000,11,2007,논현로 106,,중개거래,인천 남동구
인천광역시 남동구 논현동,에코메트로11,101.991,2023-10,21,55250,11,2009,논고개로 17,,중개거래,인천 남동구
인천광역시 남동구 논현동,주공1단지,59.13,2023-10,21,23800,17,1998,호구포로 294,,중개거래,인천 남동구 인천 연수구
인천광역시 남동구 논현동,풍림,59.7,2023-10,21,23200,2,2000,청능대로718번길 7,,중개거래,인천 남동구
인천광역시 남동구 서창동,임광그대가,84.99,2023-10,21,35700,3,2007,장아산로 158,2023-11-08,중개거래,인천 남동구
인천광역시 남동구 서창동,서창센트라스아파트,74.91,2023-10,21,40000,13,2014,서창남순환로 201,,중개거래,인천 남동구
인천광역시 남동구 서창동,호반베르디움,84.8552,2023-10,21,52250,21,2017,서창남순환로 200,,중개거래,인천 남동구
인천광역시 남동구 만수동,주공8단지,38.64,2023-10,21,11900,7,1989,담방로 105,,중개거래,인천 남동구
인천광역시 남동구 만수동,주공8단지,44.94,2023-10,21,14050,12,1990,담방로 105,,중개거래,인천 남동구
인천광역시 남동구 만수동,광명아파트,84.38,2023-10,21,29000,15,1991,담방로21번길 24,,중개거래,인천 남동구
인천광역시 남동구 만수동,광명아파트,84.38,2023-10,21,28000,5,1991,담방로21번길 24,,중개거래,인천 남동구
인천광역시 남동구 만수동,삼환1단지,59.05,2023-10,21,21000,5,1989,인주대로 857,,중개거래,인천 남동구
인천광역시 남동구 만수동,포레시안,84.95,2023-10,21,45500,20,2011,만수서로 55,,중개거래,인천 남동구
인천광역시 남동구 간석동,한국(신),45.35,2023-10,21,12000,1,1989,주안로259번길 27,,중개거래,인천 계양구 인천 미추홀구
인천광역시 남동구 구월동,구월힐스테이트1단지,115.6671,2023-10,21,59500,4,2007,구월로 192,,중개거래,인천 남동구
인천광역시 남동구 구월동,구월힐스테이트1단지,83.7769,2023-10,21,44500,9,2007,구월로 192,,중개거래,인천 남동구
인천광역시 남동구 간석동,우성,84.97,2023-10,21,32700,10,1990,방축로 501,,중개거래,인천 남동구
인천광역시 남동구 간석동,어울림마을,84.96,2023-10,20,40200,14,2005,석산로 138,,중개거래,인천 계양구 인천 남동구
인천광역시 남동구 만수동,효성상아,78.1,2023-10,20,32800,10,1990,백범로227번길 76,,중개거래,인천 남동구
인천광역시 남동구 만수동,만수주공1단지,39.72,2023-10,20,18900,5,1986,만수로 14-25,,중개거래,인천 남동구
인천광역시 남동구 구월동,구월힐스테이트1단지,75.3036,2023-10,20,43300,12,2007,구월로 192,,중개거래,인천 남동구
인천광역시 남동구 구월동,구월아시아드선수촌5단지,74.93,2023-10,20,42200,5,2015,선수촌로 56,,중개거래,인천 남동구
인천광역시 남동구 논현동,주공2단지,83.84,2023-10,20,29700,11,1998,함박뫼로 439,,중개거래,인천 남동구
인천광역시 남동구 만수동,성신(5-373외),50.76,2023-10,20,11000,2,1985,만수로75번길 57,,중개거래,인천 남동구
인천광역시 남동구 만수동,벽산,84.93,2023-10,20,33000,18,2000,호구포로 924,,중개거래,인천 남동구
인천광역시 남동구 만수동,만수주공2단지,54.9,2023-10,20,24800,5,1987,백범로124번길 43,,중개거래,인천 남동구
인천광역시 남동구 만수동,만수주공2단지,54.9,2023-10,20,22650,14,1987,백범로124번길 43,,직거래,
인천광역시 남동구 간석동,유성,74.81,2023-10,20,22800,7,2005,백범로 416,,중개거래,인천 남동구
인천광역시 남동구 만수동,향촌휴먼시아2단지,84.8,2023-10,20,42000,7,2012,만수서로 36,,중개거래,인천 남동구
인천광역시 남동구 만수동,포레시안,59.71,2023-10,20,33000,18,2011,만수서로 55,,중개거래,인천 남동구
인천광역시 남동구 구월동,구월유승한내들퍼스티지,94.026,2023-10,20,62000,20,2016,선수촌로 75,,중개거래,인천 남동구
인천광역시 남동구 간석동,풍림아이원,84.956,2023-10,20,35000,20,2004,석산로 35,,직거래,
인천광역시 남동구 구월동,신세계,85.44,2023-10,20,25000,2,1980,호구포로 858,,직거래,
인천광역시 남동구 서창동,이편한세상서창,84.92,2023-10,20,51000,12,2017,서창남순환로 9,2023-11-14,중개거래,인천 남동구
인천광역시 남동구 서창동,이편한세상서창,84.92,2023-10,20,51000,12,2017,서창남순환로 9,,중개거래,인천 남동구
인천광역시 남동구 간석동,간석리페(1차)도시형생활주택,12.373,2023-10,20,4300,6,2013,경인로653번길 11,,중개거래,인천 남동구
인천광역시 남동구 간석동,간석리페(1차)도시형생활주택,12.373,2023-10,20,4300,6,2013,경인로653번길 11,,중개거래,인천 남동구
인천광역시 남동구 논현동,논현푸르지오 더퍼스트,61.8677,2023-10,19,41000,6,2019,포구로 40,,중개거래,인천 남동구
인천광역시 남동구 논현동,주공1단지,59.13,2023-10,19,23900,11,1998,호구포로 294,,중개거래,인천 남동구
인천광역시 남동구 논현동,주공1단지,59.13,2023-10,19,23600,15,1998,호구포로 294,,중개거래,인천 남동구
인천광역시 남동구 논현동,논현푸르지오 더퍼스트,70.1933,2023-10,19,37500,7,2019,포구로 40,,중개거래,인천 연수구
인천광역시 남동구 논현동,논현신일해피트리,134.894,2023-10,19,52000,9,2007,은봉로 288,,직거래,
인천광역시 남동구 만수동,동남,72.72,2023-10,19,15500,5,1984,백범로247번길 37,,중개거래,인천 남동구
인천광역시 남동구 만수동,만수뉴서울아파트,34.65,2023-10,19,11800,8,1992,담방로21번길 61,,중개거래,인천 남동구
인천광역시 남동구 만수동,만수주공4단지,54.9,2023-10,19,24200,6,1987,백범로124번길 126,,중개거래,인천 남동구
인천광역시 남동구 만수동,포레시안,59.68,2023-10,19,32300,9,2011,만수서로 55,,중개거래,인천 남동구
인천광역시 남동구 간석동,동암,56.16,2023-10,19,16200,4,1983,석산로169번길 49,,중개거래,인천 남동구
인천광역시 남동구 간석동,청실,61.95,2023-10,19,16000,1,1984,석정로566번길 13,,중개거래,인천 남동구
인천광역시 남동구 간석동,청실,61.95,2023-10,19,14000,5,1984,석정로566번길 13,,중개거래,인천 남동구
인천광역시 남동구 간석동,한진,60.59,2023-10,19,24900,6,1980,경인로524번길 16,,중개거래,인천 남동구 인천 미추홀구
인천광역시 남동구 논현동,에코메트로12,84.993,2023-10,18,52700,23,2009,논고개로 10,,중개거래,인천 남동구
인천광역시 남동구 서창동,서해그랑블,84.7493,2023-10,18,34500,4,2008,독곡로48번길 9,,중개거래,인천 남동구
인천광역시 남동구 구월동,구월힐스테이트1단지,84.8114,2023-10,18,52000,3,2007,구월로 192,,중개거래,인천 남동구
인천광역시 남동구 만수동,주공8단지,38.64,2023-10,18,10500,1,1989,담방로 105,,중개거래,인천 남동구
인천광역시 남동구 만수동,포레시안,46.42,2023-10,18,22700,10,2011,만수서로 55,,중개거래,인천 남동구
인천광역시 남동구 만수동,만수주공10단지,49.77,2023-10,18,17450,10,1994,장승남로 34,,중개거래,인천 남동구
인천광역시 남동구 만수동,삼환2단지,50.26,2023-10,18,18000,9,1990,소래로 677,,중개거래,인천 남동구
인천광역시 남동구 구월동,롯데캐슬골드,133.827,2023-10,18,74000,21,2007,호구포로 803,,중개거래,인천 남동구
인천광역시 남동구 논현동,논현센트럴뷰,59.84,2023-10,18,43000,21,2014,논고개로68번길 34,,중개거래,인천 남동구
인천광역시 남동구 서창동,에코에비뉴,84.94,2023-10,18,40500,13,2014,서창남순환로 190-100,,중개거래,인천 남동구
인천광역시 남동구 논현동,인천 소래논현구역 C10블록 에코메트로 3차 더 타워,105.047,2023-10,18,57500,35,2013,소래역남로 40,,중개거래,인천 남동구
인천광역시 남동구 논현동,에코메트로5,84.946,2023-10,18,50000,15,2010,소래역남로 39,,중개거래,인천 남동구
인천광역시 남동구 만수동,대동(5-397),59.83,2023-10,18,10900,5,1989,만수서로83번길 63-4,,중개거래,인천 남동구
인천광역시 남동구 만수동,대동,84.55,2023-10,18,25900,1,1992,장승남로33번길 21,,중개거래,인천 남동구
인천광역시 남동구 구월동,구월아시아드선수촌2단지,51.95,2023-10,17,30000,6,2015,선수촌공원로 96,,중개거래,인천 남동구
인천광역시 남동구 만수동,만수주공4단지,67.28,2023-10,17,29000,3,1987,백범로124번길 126,,중개거래,인천 남동구
인천광역시 남동구 만수동,진흥(1036),57.69,2023-10,17,15500,6,1991,장승남로81번길 16,,중개거래,경기 부천시 인천 남동구
인천광역시 남동구 만수동,한국,84.69,2023-10,17,31100,7,1992,담방로21번길 23,,중개거래,인천 남동구
인천광역시 남동구 만수동,현광,42.48,2023-10,17,10000,3,1988,구월남로327번길 62-11,,중개거래,인천 연수구
인천광역시 남동구 구월동,리치캐슬,14.88,2023-10,17,7100,8,2012,예술로174번길 12,,직거래,
인천광역시 남동구 만수동,주공8단지,38.64,2023-10,17,11300,6,1990,담방로 105,,직거래,
인천광역시 남동구 구월동,롯데캐슬골드,83.7769,2023-10,17,45500,9,2007,호구포로 803,,중개거래,인천 남동구
인천광역시 남동구 구월동,구월유승한내들퍼스티지,84.3455,2023-10,17,57800,17,2016,선수촌로 75,,중개거래,인천 연수구
인천광역시 남동구 구월동,롯데캐슬골드,115.6671,2023-10,17,57000,1,2007,호구포로 803,,중개거래,인천 미추홀구
인천광역시 남동구 도림동,벽산블루밍,84.85,2023-10,17,33700,15,2008,도림로 8,,중개거래,인천 남동구
인천광역시 남동구 논현동,유호엔시티201동,84.985,2023-10,17,30600,18,2013,포구로 45,,중개거래,인천 남동구
인천광역시 남동구 서창동,서창자이,84.798,2023-10,17,37000,17,2008,장아산로 157,2023-10-19,중개거래,경기 부천시
인천광역시 남동구 만수동,포레시안,59.76,2023-10,16,32000,16,2011,만수서로 55,,중개거래,인천 남동구
인천광역시 남동구 만수동,만수뉴서울아파트,34.65,2023-10,16,10500,8,1992,담방로21번길 61,,중개거래,인천 남동구
인천광역시 남동구 만수동,아주(5-318),43.83,2023-10,16,11000,6,1988,만수로 97,,중개거래,인천 남동구
인천광역시 남동구 구월동,팬더,77.84,2023-10,16,26000,10,1991,인주대로662번길 32,,중개거래,인천 남동구
인천광역시 남동구 간석동,한국(신),48.56,2023-10,16,10000,1,1989,주안로259번길 27,,중개거래,인천 미추홀구
인천광역시 남동구 논현동,주공1단지,59.13,2023-10,16,20000,4,1998,호구포로 294,,중개거래,인천 남동구
인천광역시 남동구 구월동,구월아시아드선수촌6단지,74.91,2023-10,16,44000,16,2015,선수촌로 27,,중개거래,인천 남동구
인천광역시 남동구 만수동,포레시안,114.04,2023-10,16,57800,9,2011,만수서로 55,,중개거래,인천 남동구
인천광역시 남동구 논현동,주공1단지,59.13,2023-10,15,20800,6,1998,호구포로 294,,중개거래,인천 남동구
인천광역시 남동구 구월동,롯데캐슬골드,83.8726,2023-10,15,42500,4,2007,호구포로 803,,중개거래,
인천광역시 남동구 만수동,주공8단지,38.64,2023-10,15,12000,9,1990,담방로 105,,중개거래,인천 남동구
인천광역시 남동구 구월동,퍼스트클래스,49.909,2023-10,15,16900,12,2015,남동대로765번길 42-9,,중개거래,인천 남동구
인천광역시 남동구 논현동,논현힐스테이트,84.9974,2023-10,15,53600,9,2010,논고개로68번길 49,,중개거래,인천 남동구
인천광역시 남동구 논현동,논현센트럴뷰,59.58,2023-10,15,40000,5,2014,논고개로68번길 34,2023-11-09,중개거래,인천 남동구
인천광역시 남동구 논현동,논현센트럴뷰,59.58,2023-10,15,40000,5,2014,논고개로68번길 34,,중개거래,인천 남동구
인천광역시 남동구 남촌동,남촌풍림1차,84.835,2023-10,15,27100,12,1998,남촌동로15번길 21,,중개거래,인천 남동구
인천광역시 남동구 만수동,만수주공5단지,32.39,2023-10,14,13500,8,1987,백범로124번길 127,,중개거래,인천 남동구
인천광역시 남동구 만수동,벽산,84.93,2023-10,14,31300,18,2000,호구포로 924,,중개거래,인천 남동구
인천광역시 남동구 간석동,복음,53.34,2023-10,14,12000,4,1983,주안로259번길 18,,중개거래,인천 남동구
인천광역시 남동구 만수동,만수주공4단지,54.9,2023-10,14,25000,5,1987,백범로124번길 126,,중개거래,인천 남동구
인천광역시 남동구 논현동,주공13단지(푸르내마을),51.86,2023-10,14,23500,2,2006,포구로 98,,중개거래,인천 남동구
인천광역시 남동구 논현동,냇마을신영지웰(9단지),131.8954,2023-10,14,61000,7,2007,소래역로 93,,중개거래,인천 남동구
인천광역시 남동구 논현동,냇마을신영지웰(9단지),131.8954,2023-10,14,61500,12,2007,소래역로 93,,중개거래,인천 남동구
인천광역시 남동구 논현동,냇마을신영지웰(9단지),96.5212,2023-10,14,52000,7,2007,소래역로 93,,중개거래,인천 남동구
인천광역시 남동구 구월동,구월아시아드선수촌2단지,59.99,2023-10,14,39500,21,2015,선수촌공원로 96,,중개거래,인천 남동구
인천광역시 남동구 만수동,만수주공5단지,41.3,2023-10,14,19500,6,1987,백범로124번길 127,,중개거래,인천 남동구
인천광역시 남동구 논현동,에코메트로5,84.992,2023-10,14,50000,2,2010,소래역남로 39,,중개거래,인천 남동구
인천광역시 남동구 논현동,에코메트로6,84.992,2023-10,14,50500,18,2010,아암대로1503번길 98,,중개거래,인천 남동구
인천광역시 남동구 논현동,에코메트로9,150.777,2023-10,14,76000,10,2011,에코중앙로 96,,중개거래,인천 남동구
인천광역시 남동구 논현동,에코메트로7,84.947,2023-10,14,55500,11,2010,에코중앙로 163,,중개거래,인천 남동구
인천광역시 남동구 논현동,논현센트럴뷰,59.84,2023-10,14,42000,14,2014,논고개로68번길 34,,중개거래,인천 남동구
인천광역시 남동구 논현동,논현센트럴뷰,59.58,2023-10,14,41000,4,2014,논고개로68번길 34,,중개거래,인천 남동구
인천광역시 남동구 논현동,주공2단지,48.45,2023-10,14,20600,8,1998,함박뫼로 439,,중개거래,인천 남동구
인천광역시 남동구 서창동,에코에비뉴,84.92,2023-10,14,40700,10,2014,서창남순환로 190-100,,중개거래,인천 남동구
인천광역시 남동구 구월동,동아(260-5),113.19,2023-10,14,38400,6,1991,인주대로676번길 22,,중개거래,인천 남동구
인천광역시 남동구 구월동,구월아시아드선수촌5단지,84.97,2023-10,14,51000,14,2015,선수촌로 56,,중개거래,인천 남동구
인천광역시 남동구 구월동,구월아시아드선수촌6단지,84.98,2023-10,14,53000,21,2015,선수촌로 27,,중개거래,인천 남동구
인천광역시 남동구 서창동,임광그대가,134.54,2023-10,14,55000,6,2007,장아산로 158,,중개거래,인천 남동구
인천광역시 남동구 만수동,벽산,59.805,2023-10,14,25500,18,2000,호구포로 924,,중개거래,인천 남동구 인천 연수구
인천광역시 남동구 만수동,아주(5-320),42.54,2023-10,14,15000,2,1986,만수로105번길 18-6,,중개거래,인천 남동구
인천광역시 남동구 만수동,하우스토리만수,59.9526,2023-10,14,33000,7,2020,구월로372번길 90,,중개거래,인천 남동구
인천광역시 남동구 간석동,어울림마을,84.96,2023-10,14,40500,17,2005,석산로 138,,중개거래,인천 남동구
인천광역시 남동구 서창동,현대모닝사이드,84.9767,2023-10,14,31000,3,2002,매소홀로 1103,,중개거래,인천 남동구
인천광역시 남동구 만수동,만수주공1단지,39.72,2023-10,13,20500,2,1986,만수로 14-25,,중개거래,인천 남동구
인천광역시 남동구 서창동,현대모닝사이드,146.98,2023-10,13,46500,10,2002,매소홀로 1103,,중개거래,인천 남동구
인천광역시 남동구 간석동,한진,61.42,2023-10,13,22800,5,1981,경인로524번길 16,,중개거래,인천 남동구
인천광역시 남동구 만수동,향촌휴먼시아2단지,84.8,2023-10,13,41500,12,2012,만수서로 36,,중개거래,인천 남동구
인천광역시 남동구 만수동,공작(3-73),56.67,2023-10,13,14000,3,1989,만수서로105번길 40-21,,중개거래,인천 남동구
인천광역시 남동구 만수동,포레시안,46.89,2023-10,13,25000,17,2011,만수서로 55,,중개거래,인천 남동구
인천광역시 남동구 구월동,극동빌라,44.46,2024-10,10,2900,,1992,당좌로 9-1,,중개거래,인천 서구
인천광역시 남동구 논현동,이안더테라스,115.2076,2024-10,10,69500,,2017,에코중앙로84번길 42,,중개거래,인천 남동구
인천광역시 남동구 남촌동,고려빌라,34.58,2024-10,8,6250,,1991,호구포로535번길 48-17,,중개거래,인천 남동구
인천광역시 남동구 구월동,무궁화빌라(9동),38.89,2024-10,8,10000,,1994,독점로 20,,중개거래,인천 남동구
인천광역시 남동구 구월동,서울맨션(가-나동),32.58,2024-10,7,7200,,1994,용천로 108-1,,중개거래,인천 남동구
인천광역시 남동구 만수동,상우빌라(C동),36.66,2024-10,7,3000,,1992,구월남로355번길 61-9,,직거래,
인천광역시 남동구 구월동,대승빌라(다동),32.67,2024-10,7,7000,,1989,인주대로604번길 49-80,,중개거래,인천 남동구
인천광역시 남동구 간석동,청양빌라3차A,31.93,2024-10,7,5000,,1994,간석로 71-7,,직거래,
인천광역시 남동구 만수동,신만수타운(109-388)109동,39.64,2024-10,5,7500,,1997,만수서로33번길 34,,중개거래,인천 남동구+인천 서구
인천광역시 남동구 도림동,하나맨션,57.48,2024-10,5,12200,,2010,도림로31번길 15-11,,중개거래,인천 남동구
인천광역시 남동구 남촌동,세일빌라(9-10동),38.69,2024-10,4,3150,,1996,남촌로67번길 15,,중개거래,인천 남동구
인천광역시 남동구 구월동,한미빌라(3-4동),35.405,2024-10,4,6500,,1991,문화로145번길 48-26,,직거래,
인천광역시 남동구 서창동,"서창에스클래스(3,4동)(560-17)",74.65,2024-10,3,23500,,2017,독곡로 41-2,,중개거래,인천 남동구
인천광역시 남동구 간석동,상신빌라,43.51,2024-10,2,6650,,1996,구월로115번길 20-4,,직거래,
인천광역시 남동구 남촌동,인정빌라,38.1,2024-10,2,3000,,1991,남촌로100번길 3-7,,중개거래,인천 남동구
인천광역시 남동구 구월동,힐타운(B동),51.06,2024-10,2,10500,,2002,용천로11번길 28,,중개거래,인천 남동구
인천광역시 남동구 구월동,"삼흥빌라(가,나동)",30.21,2024-10,2,5500,,1990,용천로11번길 16-1,,중개거래,경기 부천시 오정구
인천광역시 남동구 구월동,"아이원파크105,106동",55.07,2024-10,2,15500,,2012,남동대로726번길 15-35,,중개거래,인천 남동구
인천광역시 남동구 간석동,서광빌라,38.1,2024-10,2,6300,,1995,용천로176번길 31,,중개거래,인천 남동구
인천광역시 남동구 간석동,성지주택(가동),35.8,2024-10,1,18170,,1991,예술로 296,,중개거래,인천 남동구
인천광역시 남동구 장수동,그리니,31.58,2024-09,30,11500,,2015,장자로41번길 6,,중개거래,인천 남동구
인천광역시 남동구 구월동,미성그린맨션,34.97,2024-09,30,3000,,2001,석산로216번길 5,,중개거래,인천 남동구
인천광역시 남동구 구월동,가든빌라(7동),35.66,2024-09,30,10000,,1989,인주대로751번길 20-8,,중개거래,인천 미추홀구
인천광역시 남동구 만수동,유경주택(977-16)가동,39.82,2024-09,30,8500,,1993,하촌서로 48-4,,중개거래,인천 남동구
인천광역시 남동구 만수동,(111-399),39.04,2024-09,29,9500,,1995,서판로68번길 6,,직거래,
인천광역시 남동구 간석동,그린하이츠빌라,20.4,2024-09,29,18000,,2008,경인로600번길 25,,중개거래,인천 남동구
인천광역시 남동구 만수동,태건빌라,43.75,2024-09,28,4300,,2001,만수로3번길 17,,중개거래,인천 남동구
인천광역시 남동구 간석동,하늘채(508-156),51.28,2024-09,28,14300,,2011,문화로169번길 32-7,,중개거래,인천 남동구
인천광역시 남동구 남촌동,대림빌라(가-나동),39,2024-09,28,6800,,1991,남촌동로46번길 6-16,,중개거래,인천 부평구
인천광역시 남동구 구월동,"아이원파크101,102동",45.07,2024-09,27,12700,,2012,남동대로726번길 5-40,,중개거래,인천 남동구
인천광역시 남동구 간석동,장미(762-61),39.32,2024-09,27,4400,,1991,석정로497번길 56,,중개거래,인천 남동구
인천광역시 남동구 간석동,"동신빌라7,8",36.21,2024-09,27,5500,,1991,간석로15번길 58-7,,중개거래,경기 파주시
인천광역시 남동구 만수동,성신빌라(나동),40.2,2024-09,27,9300,,1993,구월말로58번길 61-12,,중개거래,인천 남동구
인천광역시 남동구 만수동,신라빌라(가동),32.02,2024-09,27,4900,,1989,구월남로342번길 26,,중개거래,인천 남동구
인천광역시 남동구 만수동,대인하이츠빌라,45.02,2024-09,27,9000,,1994,백범로206번길 37-1,,직거래,
인천광역시 남동구 구월동,"송광빌라(A,B동)",36.58,2024-09,27,5200,,1990,성리로 17-2,,중개거래,인천 남동구
인천광역시 남동구 남촌동,석촌빌라(가-나동),37.35,2024-09,26,3940,,1991,남촌동로36번길 12,,직거래,
인천광역시 남동구 도림동,태우빌라(가동),36.54,2024-09,26,6700,,1991,도림로 37,,중개거래,인천 남동구
인천광역시 남동구 도림동,미래아트빌B,40.48,2024-09,26,9400,,2010,도리미로7번길 26,,중개거래,인천 남동구
인천광역시 남동구 구월동,성우빌라,40.09,2024-09,26,3600,,1996,모래내로 18,,직거래,
인천광역시 남동구 구월동,"세일빌라(A,B동)",40.68,2024-09,26,11000,,1992,복개서로 51-1,,직거래,
인천광역시 남동구 만수동,우성빌라(2동),36.61,2024-09,25,6300,,1990,구월말로 69-17,,중개거래,인천 남동구
인천광역시 남동구 간석동,협진빌라(가동),36.81,2024-09,24,18110,,1989,석산로111번길 56,,중개거래,인천 남동구
인천광역시 남동구 만수동,신태양빌라(6동),46.55,2024-09,24,8000,,1989,구월남로354번길 35-1,,중개거래,인천 남동구
인천광역시 남동구 남촌동,덕우빌라(1동),35.73,2024-09,24,3500,,1990,남촌동로16번길 31,,중개거래,인천 남동구
인천광역시 남동구 만수동,대명빌라(841-25),37.26,2024-09,24,6500,,1991,서판로63번길 3,,중개거래,인천 남동구
인천광역시 남동구 만수동,삼보빌라(A~B동),46.38,2024-09,23,6000,,1993,구월로336번길 10,,직거래,
인천광역시 남동구 구월동,"성림빌라(가,나동)",38.415,2024-09,23,4650,,1991,인하로543번길 18,,중개거래,인천 남동구
인천광역시 남동구 서창동,"서창에스클래스(5,6동)(560-7)",74.65,2024-09,23,23500,,2017,독곡로 41-1,,중개거래,인천 남동구
인천광역시 남동구 만수동,광명빌라나동(959),36.16,2024-09,22,7500,,1994,하촌로48번길 46,,중개거래,인천 남동구
인천광역시 남동구 간석동,백양빌라A동,40.69,2024-09,20,2500,,1996,간석로87번길 9-9,,직거래,
인천광역시 남동구 만수동,대명빌라6동,39.99,2024-09,20,6000,,1994,만수로 130-19,,중개거래,경기 김포시
인천광역시 남동구 구월동,가든빌라(9동),31.37,2024-09,20,4700,,1989,인주대로751번길 18,,직거래,
인천광역시 남동구 구월동,웅빈하이츠8차(나동),51.68,2024-09,20,11000,,2001,문화서로61번길 4,,직거래,
인천광역시 남동구 남촌동,진양빌라,25.89,2024-09,20,4300,,1991,남촌동로35번길 9-12,,중개거래,인천 남동구
인천광역시 남동구 남촌동,삼성하이츠빌라(6-7동),42.81,2024-09,20,2700,,1993,남촌로84번길 3-1,,직거래,
인천광역시 남동구 만수동,뉴월드타운(876-10),48.45,2024-09,19,12400,,2002,만경로34번길 6,,중개거래,인천 남동구
인천광역시 남동구 만수동,한샘빌라(6동),36.27,2024-09,19,5000,,1988,구월로336번길 13-1,,직거래,
인천광역시 남동구 만수동,성광주택(1078-18),59.79,2024-09,19,12400,,2001,장승로6번길 17-1,,중개거래,인천 남동구
인천광역시 남동구 구월동,명안베스트빌,45.11,2024-09,19,10000,,2001,당좌로35번길 6,,직거래,
인천광역시 남동구 만수동,유진그린빌라,37.49,2024-09,18,6270,,1996,서판로63번길 16-5,,중개거래,인천 남동구+인천 서구
인천광역시 남동구 간석동,정의빌라(나),43.26,2024-09,14,6900,,1991,간석로 57,,중개거래,인천 남동구
인천광역시 남동구 간석동,한마음주택,37.98,2024-09,14,22480,,2002,이화로13번길 12,,중개거래,인천 남동구
인천광역시 남동구 구월동,대양아트빌2차,37.97,2024-09,14,5400,,1997,구월말로 43-1,,중개거래,인천 남동구
인천광역시 남동구 구월동,성화빌라1동(1202-7),39.45,2024-09,13,9300,,1992,남동대로774번길 39-4,,중개거래,인천 남동구
인천광역시 남동구 남촌동,명보그린빌라2동,38.1,2024-09,13,7500,,1995,호구포로535번길 17,,중개거래,인천 남동구
인천광역시 남동구 간석동,산들맨션A동,42.88,2024-09,11,3900,,1999,석정로461번길 10-3,,중개거래,인천 미추홀구+인천 서구
인천광역시 남동구 간석동,선경빌라,51.47,2024-09,10,9000,,2000,간석로11번길 8,,중개거래,인천 남동구
인천광역시 남동구 간석동,광성,45.8,2024-09,10,12000,,2002,간석로42번길 15,,직거래,
인천광역시 남동구 도림동,오복빌라(12동-13동),36.24,2024-09,10,7000,,1991,도림로32번길 12-2,,직거래,
인천광역시 남동구 구월동,송정빌라(4동),36.62,2024-09,10,6200,,1992,성리로 11-2,,중개거래,인천 남동구
인천광역시 남동구 구월동,"청구빌라(A,B동)",36.86,2024-09,10,8200,,1994,용천로17번길 15-1,,직거래,
인천광역시 남동구 구월동,금강빌라(A동),31.86,2024-09,10,9000,,1990,인주대로763번길 40,,직거래,
인천광역시 남동구 간석동,천일빌라가동,37.63,2024-09,10,8000,,1989,평온로6번길 32,,직거래,
인천광역시 남동구 만수동,상우빌라(C동),36.66,2024-09,9,8500,,1992,구월남로355번길 61-9,,중개거래,인천 남동구
인천광역시 남동구 간석동,화성빌라,40.59,2024-09,9,7500,,1990,석정로497번길 34,,직거래,
인천광역시 남동구 장수동,중앙힐타운5차(788-19),36.43,2024-09,9,12000,,2010,장자로6번길 73,,중개거래,인천 남동구
인천광역시 남동구 남촌동,동도빌리지(1동),29.29,2024-09,9,3700,,1993,남촌동로3번길 53,,중개거래,인천 남동구
인천광역시 남동구 만수동,캐슬베리,38.766,2024-09,9,12000,,2016,만수로94번길 21,,중개거래,인천 남동구
인천광역시 남동구 만수동,신명쉐르빌(1095-14),43.73,2024-09,8,9800,,2003,장승로 61,,중개거래,인천 남동구
